ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²)
-1.2785,8.1163,5.5833
-2.2218,7.9104,5.794
-2.2218,7.9104,5.794
-2.9257,7.9583,5.6024
-2.9257,7.9583,5.6024
-2.8299,7.6471,5.6599
-2.8299,7.6471,5.6599
-2.8299,7.6471,5.6599
-1.2833,8.7388,5.5785
-1.2833,8.7388,5.5785
-2.739,8.1738,5.4348
-2.739,8.1738,5.4348
-2.6193,8.6479,5.0374
-2.6193,8.6479,5.0374
-2.4948,7.8769,5.2002
-2.4948,7.8769,5.2002
-1.9968,8.5138,5.7748
-1.9968,8.5138,5.7748
-2.2027,8.3845,5.387
-2.2027,8.3845,5.387
-3.0646,7.9392,5.5593
-3.0646,7.9392,5.5593
-1.8244,8.3653,5.3343
-1.8244,8.3653,5.3343
-2.8252,7.9631,6.0956
-2.8252,7.9631,6.0956
-1.8723,8.1882,5.5498
-1.8723,8.1882,5.5498
-2.3894,7.9727,5.4253
-2.3894,7.9727,5.4253
-0.9433,8.0924,5.8179
-0.9433,8.0924,5.8179
-2.0925,8.2648,6.0334
-2.0925,8.2648,6.0334
-2.083,8.5234,5.7461
-2.083,8.5234,5.7461
-3.0837,7.9296,5.5881
-3.0837,7.9296,5.5881
-2.1979,7.7189,5.9376
-2.1979,7.7189,5.9376
-0.9146,8.1403,5.5354
-0.9146,8.1403,5.5354
-2.8778,7.6567,5.8179
-2.8778,7.6567,5.8179
-2.083,7.8195,5.0613
-2.083,7.8195,5.0613
-1.9249,7.5369,4.9033
-1.9249,7.5369,4.9033
-1.8387,7.3454,5.1715
-1.7286,8.0541,4.798
-1.7286,8.0541,4.798
-2.9497,7.6136,4.6304
-2.9497,7.6136,4.6304
-2.2601,7.6854,4.6256
-2.2601,7.6854,4.6256
-1.9585,7.6567,4.9225
-1.9585,7.6567,4.9225
-1.9585,7.6567,4.9225
-2.1308,7.6854,5.5976
-2.1739,7.5226,5.1523
-2.1739,7.5226,5.138
-2.4804,7.2592,5.138
-2.4804,7.2592,5.138
-2.1356,7.3694,5.6599
