ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²)
5.6695,8.6287,0.3543
5.1475,8.7245,0.6129
5.1475,8.7245,0.6129
4.0989,8.6862,0.9577
4.0989,8.6862,0.9577
3.7972,8.4803,0.9146
3.7972,8.4803,0.9146
1.968,9.0405,-5.703
1.968,9.0405,-5.703
5.6551,8.5712,0.723
5.6551,8.5712,0.723
2.7725,10.5297,7.4077
2.7725,10.5297,7.4077
6.7421,8.3941,-4.0701
6.7421,8.3941,-4.0701
5.6743,7.9152,0.7183
5.6743,7.9152,0.7183
4.8123,8.2313,0.2011
4.9321,8.6957,0.2873
4.9321,8.6957,0.2873
4.2952,9.0692,1.3168
4.2952,9.0692,1.3168
4.5298,9.7109,2.9975
4.5298,9.7109,2.9975
4.9608,10.1035,3.6966
4.9608,10.1035,3.6966
5.43,11.0516,1.992
5.43,11.0516,1.992
6.2106,11.4299,1.6137
7.0533,12.7946,1.1732
7.0533,12.7946,1.1732
7.0533,12.7946,1.1732
6.8331,13.8337,0.8811
6.8331,13.8337,0.8811
6.3398,14.8153,1.0391
6.2201,14.4801,-0.4118
6.2201,14.4801,-0.4118
6.2201,14.4801,-0.4118
5.6407,11.7029,-4.1228
4.3622,10.5345,2.8826
4.3622,10.5345,2.8826
5.8658,8.8681,-2.6384
5.8658,8.8681,-2.6384
5.296,9.0884,-3.1364
5.296,9.0884,-3.1364
4.3287,9.1363,-1.5131
4.3287,9.1363,-1.5131
4.209,8.169,0.6273
4.209,8.169,0.6273
3.96,6.9671,2.15
3.96,6.9671,2.15
3.869,5.9424,1.5802
3.869,5.9424,1.5802
4.1037,5.3056,0.8811
4.1037,5.3056,0.8811
4.5633,5.5689,0.7326
4.5633,5.5689,0.7326
4.7309,7.0342,0.2442
4.9368,7.9104,-0.0862
4.9368,7.9104,-0.0862
4.9225,8.6766,-0.5602
4.9225,8.6766,-0.5602
5.9711,9.1506,-3.6631
5.9711,9.1506,-3.6631
5.5258,8.1355,-0.2011
5.5258,8.1355,-0.2011
4.9608,7.1012,3.5817
4.9608,7.1012,3.5817
3.6536,7.4029,3.2226
4.5633,8.1116,0.1724
4.5633,8.1116,0.1724
5.8323,7.6327,-0.8715
6.766,8.2648,-3.6344
6.766,8.2648,-3.6344
5.3917,8.9256,-3.5482
5.3917,8.9256,-3.5482
5.928,8.5329,1.9441
5.928,8.5329,1.9441
5.4396,7.4316,2.0494
5.4396,7.4316,2.0494
5.0805,6.7804,0.6943
5.0805,6.7804,0.6943
5.205,6.2106,1.2689
5.205,6.2106,1.2689
5.0566,4.6831,1.5562
5.0566,4.6831,1.5562
4.8028,3.8451,1.3695
4.8028,3.8451,1.3695
4.1851,3.8595,0.747
4.1851,3.8595,0.747
4.0606,3.8499,0.565
3.9409,3.2274,0.972
3.9409,3.2274,0.972
3.9409,3.2274,0.972
3.0694,2.6576,0.8045
3.2322,2.375,0.7661
4.0701,2.1979,1.087
4.0701,2.1979,1.087
4.6112,2.2649,0.996
4.6112,2.2649,0.996
6.0717,3.1412,0.3926
6.0717,3.1412,0.3926
7.0054,4.7932,3.237
7.0054,4.7932,3.237
10.0461,9.7875,6.6176
10.0461,9.7875,6.6176
15.2128,17.674,3.8595
15.2128,17.674,3.8595
18.33,24.9667,-0.814
18.33,24.9667,-0.814
11.8465,15.6677,-1.0343
11.8465,15.6677,-1.0343
4.2282,5.8227,0.7518
2.806,4.2617,0.3687
2.806,4.2617,0.3687
2.5666,3.3806,0.7805
2.5666,3.3806,0.7805
2.0925,5.2002,1.7669
2.0925,5.2002,1.7669
2.7533,10.3908,1.8244
2.7533,10.3908,1.8244
6.0621,11.6119,0.8092
6.0621,11.6119,0.8092
5.7844,10.4579,1.1444
5.7844,10.4579,1.1444
4.4963,9.4188,1.7717
4.4963,9.4188,1.7717
4.8363,8.5665,1.7238
4.8363,8.5665,1.7238
4.889,7.9871,0.6943
4.889,7.9871,0.6943
4.5011,7.3215,-0.0814
4.2713,6.9623,-0.3831
4.2713,6.9623,-0.3831
4.142,6.3973,-0.3639
4.142,6.3973,-0.3639
3.9744,6.3446,-0.1293
4.3048,5.9376,0.182
4.3718,5.703,0.1293
4.3718,5.703,0.1293
4.142,5.5881,0.1484
4.142,5.5881,0.1484
3.9361,5.7126,0.431
3.9361,5.7126,0.431
4.0127,6.1435,1.2785
4.0127,6.1435,1.2785
3.9887,6.79,2.0207
3.9887,6.79,2.0207
4.1085,7.1778,2.3367
4.1085,7.1778,2.3367
4.4484,7.604,1.6041
4.4484,7.604,1.6041
4.9033,8.1259,0.8428
4.9033,8.1259,0.8428
4.9033,8.1259,0.8428
4.8076,8.9783,0.838
4.8076,8.9783,0.838
4.5873,9.2703,0.7422
4.5873,9.2703,0.7422
3.1747,9.5768,-3.2801
3.1747,9.5768,-3.2801
4.3431,9.4236,-6.1818
4.3431,9.4236,-6.1818
2.1979,11.631,5.9137
1.3408,10.3382,-0.316
1.3408,10.3382,-0.316
7.604,7.3023,-0.7135
7.604,7.3023,-0.7135
4.8842,7.6184,0.1149
4.8842,7.6184,0.1149
5.8849,8.1211,0.5124
5.8849,8.1211,0.5124
5.3582,8.4324,2.6815
5.3582,8.4324,2.6815
5.5162,9.074,1.0678
5.5162,9.074,1.0678
6.0573,10.8409,-0.3017
6.0573,10.8409,-0.3017
6.5553,12.5025,1.8531
6.5553,12.5025,1.8531
7.4077,13.8289,1.5945
7.4077,13.8289,1.5945
7.6758,11.6981,0.6129
7.6758,11.6981,0.6129
6.8378,10.6446,0.6608
6.8378,10.6446,0.6608
6.4548,12.2679,-0.1676
6.4548,12.2679,-0.1676
6.9049,12.5648,0.0048
6.9049,12.5648,0.0048
6.6224,10.6877,-0.6081
6.6224,10.6877,-0.6081
6.5074,9.9359,-3.1268
6.5074,9.9359,-3.1268
4.956,9.7013,-1.063
4.956,9.7013,-1.063
4.5203,9.1842,0.8523
4.5203,9.1842,0.8523
4.5203,9.1842,0.8523
3.8211,8.4755,2.0973
3.9552,7.513,0.9098
3.9552,7.513,0.9098
4.5155,7.331,0.0766
4.8123,7.2784,-0.1915
4.8123,7.2784,-0.1915
4.4005,8.0254,-0.091
4.9895,8.0828,-0.1724
4.9895,8.0828,-0.1724
6.9528,7.8099,-2.0255
6.2441,8.6239,-3.8595
6.2441,8.6239,-3.8595
5.6455,8.8585,-0.407
5.6455,8.8585,-0.407
6.0621,8.3414,4.3766
6.0621,8.3414,4.3766
6.0621,8.3414,4.3766
5.43,7.9057,-0.5555
5.43,7.9057,-0.5555
4.9081,8.1403,-3.8786
4.9081,8.1403,-3.8786
4.5633,7.2592,-0.2777
4.3287,6.766,0.6129
4.3287,6.766,0.6129
3.4812,6.2537,0.8332
3.4812,6.2537,0.8332
3.4285,6.1675,0.7997
3.4285,6.1675,0.7997
3.7685,6.2201,0.7853
3.7685,6.2201,0.7853
4.1899,6.2345,1.1253
4.1899,6.2345,1.1253
4.5969,5.9137,1.6089
4.5969,5.9137,1.6089
4.9129,5.4588,1.8435
4.9129,5.4588,1.8435
9.8114,3.8211,-11.9327
9.8114,3.8211,-11.9327
6.9288,5.1475,2.6528
6.9288,5.1475,2.6528
4.5538,4.0797,1.9824
4.5538,4.0797,1.9824
5.3965,3.3423,-0.1963
5.3965,3.3423,-0.1963
4.2952,3.1364,1.3264
4.3048,3.0694,1.2881
4.3048,3.0694,1.2881
4.1755,2.8012,0.5028
4.1755,2.8012,0.5028
4.8698,2.7869,0.2921
4.8698,2.7869,0.2921
5.3726,3.486,0.431
5.3726,3.486,0.431
6.8043,5.4875,3.5913
6.8043,5.4875,3.5913
12.5313,11.0564,8.5808
12.5313,11.0564,8.5808
18.0666,17.4873,3.9409
18.0666,17.4873,3.9409
18.3109,21.6101,-2.4756
18.3109,21.6101,-2.4756
8.8729,9.7492,-1.9537
5.6216,5.6599,-2.6911
5.6216,5.6599,-2.6911
5.6216,2.7773,0.431
3.3567,2.7773,0.431
3.3567,2.7773,0.431
1.7813,4.6256,2.3367
5.8323,9.3182,2.806
5.8323,9.3182,2.806
7.9535,11.8369,0.3974
7.6758,11.0708,0.8475
7.6758,11.0708,0.8475
7.6758,11.0708,0.8475
3.6152,9.2129,2.1739
3.6152,9.2129,2.1739
3.5769,8.4084,1.7957
3.5769,8.4084,1.7957
4.3191,8.4898,1.6951
4.3191,8.4898,1.6951
4.7166,8.9783,1.3743
4.7166,8.9783,1.3743
4.7501,8.9399,0.5459
4.6017,8.7724,0.2682
4.6017,8.7724,0.2682
4.4053,8.0302,-0.431
4.4053,8.0302,-0.431
4.2856,7.4124,-0.8428
4.2856,7.4124,-0.8428
4.1851,6.8187,-0.8188
4.1851,6.8187,-0.8188
4.1851,6.3015,-0.2203
4.1851,6.3015,-0.2203
4.1946,6.0621,0.7039
4.1946,6.0621,0.7039
3.6823,5.6934,1.2689
3.6823,5.6934,1.2689
3.4668,5.4109,1.6712
3.4668,5.4109,1.6712
3.5817,5.6743,1.9201
3.5817,5.6743,1.9201
4.5203,6.5601,1.968
4.5203,6.5601,1.968
5.2385,7.6327,1.3408
5.2385,7.6327,1.3408
5.8849,8.2073,0.3831
5.8849,8.2073,0.3831
5.9568,8.9112,-0.7997
5.6647,8.9639,-1.2306
5.6647,8.9639,-1.2306
5.1858,8.6,-1.4126
5.1858,8.6,-1.4126
3.8116,8.3175,-2.6001
3.8116,8.3175,-2.6001
3.6919,8.193,-4.956
3.6919,8.193,-4.956
5.1954,9.0261,2.8443
5.1954,9.0261,2.8443
1.1492,9.4954,2.7198
1.1492,9.4954,2.7198
8.1594,7.3454,-6.1818
8.1594,7.3454,-6.1818
5.9855,7.6184,0.1724
5.9855,7.6184,0.1724
5.1858,7.9487,0.6704
5.1858,7.9487,0.6704
5.4253,8.3175,-0.3639
5.4253,8.3175,-0.3639
5.0853,9.1171,0.7901
5.0853,9.1171,0.7901
4.6591,9.1363,2.332
4.6591,9.1363,2.332
4.6017,9.8019,2.4565
4.6017,9.8019,2.4565
4.8937,11.1426,2.4086
4.8937,11.1426,2.4086
5.4444,12.4259,1.3695
5.4444,12.4259,1.3695
6.0813,13.0101,0.9816
6.0813,13.0101,0.9816
6.6415,13.8433,1.9585
6.6415,13.8433,1.9585
5.7221,15.0547,1.2546
5.7221,15.0547,1.2546
5.9903,14.8919,-2.5091
7.1539,12.9431,1.5562
7.1539,12.9431,1.5562
6.3207,10.6015,-2.1979
6.3207,10.6015,-2.1979
7.0198,9.6343,-4.1372
7.0198,9.6343,-4.1372
5.6886,9.3278,-1.3312
5.3678,8.7676,-0.3208
5.3678,8.7676,-0.3208
4.276,8.26,2.2936
4.276,8.26,2.2936
4.4341,6.8378,2.1308
4.4341,6.8378,2.1308
4.6926,5.9999,1.0965
4.6926,5.9999,1.0965
5.3726,5.703,0.4741
5.6024,5.9807,0.4597
5.6024,5.9807,0.4597
4.9943,7.9392,0.3256
4.9943,7.9392,0.3256
5.5881,8.5281,0.1628
5.5881,8.5281,0.1628
4.9847,8.5904,-0.2634
4.5059,8.9735,-1.3024
4.3096,9.0932,-2.0063
4.3096,9.0932,-2.0063
3.8068,8.5808,-0.3448
3.8068,8.5808,-0.3448
3.5434,7.58,1.3838
4.1515,7.3885,0.7566
4.1515,7.3885,0.7566
3.869,7.3646,-2.8635
3.869,7.3646,-2.8635
4.2952,6.3686,-0.9816
4.2952,6.3686,-0.9816
5.0709,5.5785,0.9816
5.0709,5.5785,0.9816
5.205,5.5641,0.9912
5.205,5.5641,0.9912
5.9137,5.6982,1.1301
5.9137,5.6982,1.1301
5.9137,5.6982,1.1301
6.0382,5.8754,1.2737
6.3973,5.5785,1.0199
6.3973,5.5785,1.0199
6.675,5.0326,0.2346
6.675,5.0326,0.2346
5.8514,4.774,-0.0766
5.8514,4.774,-0.0766
5.3917,4.5873,0.4741
5.3917,4.5873,0.4741
5.3917,4.5873,0.4741
5.0182,4.0414,1.1492
5.0182,4.0414,1.1492
4.5107,2.964,0.8859
4.6112,2.4373,0.5171
4.6112,2.4373,0.5171
5.6695,2.6384,0.3974
5.6695,2.6384,0.3974
6.1052,3.0071,0.6273
6.1052,3.0071,0.6273
5.8083,3.2801,0.5794
5.8083,3.2801,0.5794
5.7988,3.3471,0.407
5.7988,3.3471,0.407
7.3502,5.4109,2.8491
7.3502,5.4109,2.8491
11.0229,9.912,4.8985
11.0229,9.912,4.8985
15.0547,14.7435,3.1843
15.0547,14.7435,3.1843
14.303,19.4601,-0.6416
14.303,19.4601,-0.6416
9.6582,14.4179,1.7334
9.6582,14.4179,1.7334
5.2289,7.0581,-0.7039
5.2289,7.0581,-0.7039
3.4955,4.7405,0.2442
3.4955,4.7405,0.2442
5.3247,5.0901,1.6807
5.3247,5.0901,1.6807
6.11,10.0269,0.9577
6.11,10.0269,0.9577
6.6224,10.2089,0.2873
6.6224,10.2089,0.2873
4.2808,8.6862,1.9345
4.2808,8.6862,1.9345
3.8978,8.7628,2.5187
3.8978,8.7628,2.5187
4.4005,8.7532,1.6807
4.4005,8.7532,1.6807
4.9273,8.8538,1.0104
4.9273,9.074,0.8811
4.9943,9.074,0.8811
4.8554,9.2464,0.4836
4.8554,9.2464,0.4836
4.7836,8.8585,0.2682
4.7836,8.8585,0.2682
4.7788,7.9152,-0.0958
4.7788,7.9152,-0.0958
4.549,7.3981,-0.1676
4.549,7.3981,-0.1676
4.5442,6.9384,-0.158
4.5442,6.9384,-0.158
4.458,6.6511,0.0144
4.458,6.6511,0.0144
4.0701,6.1914,0.3687
4.0701,6.1914,0.3687
3.4955,5.7269,0.5842
3.4955,5.7269,0.5842
3.1747,5.6407,1.1779
3.1747,5.6407,1.1779
3.3662,5.9185,1.4988
3.3662,5.9185,1.4988
4.1085,6.5936,1.5275
4.1085,6.5936,1.5275
4.9656,7.4603,0.5602
4.9656,7.4603,0.5602
5.3439,8.0924,-0.6608
5.3439,8.0924,-0.6608
4.8746,8.418,0.7183
4.8746,8.418,0.7183
3.9121,8.4803,1.3695
3.6823,8.6,1.2258
3.6823,8.6,1.2258
2.1931,9.6103,-5.77
2.1931,9.6103,-5.77
5.3295,9.4763,-2.4612
5.3295,9.4763,-2.4612
1.7478,11.1857,3.3136
1.7478,11.1857,3.3136
7.7668,7.6519,-3.6631
7.7668,7.6519,-3.6631
5.9424,7.3215,0.4836
5.2002,7.4699,0.8236
5.2002,7.4699,0.8236
5.6743,8.4276,0.7805
5.6743,8.4276,0.7805
5.2289,9.2847,2.1548
5.2289,9.2847,2.1548
5.0613,9.9359,2.2793
5.0613,9.9359,2.2793
4.9656,11.3006,1.2833
4.9656,11.3006,1.2833
5.5306,12.5073,1.0391
5.5306,12.5073,1.0391
6.2728,12.8664,1.5514
6.2728,12.8664,1.5514
6.0669,12.6845,1.3599
6.0669,12.6845,1.3599
6.5841,13.4506,0.3783
6.5841,13.4506,0.3783
6.4739,14.3652,-1.1444
6.4739,14.3652,-1.1444
7.1108,11.8274,1.8387
7.1108,11.8274,1.8387
7.2449,10.1035,-2.8156
7.2449,10.1035,-2.8156
5.794,9.7205,-2.059
5.794,9.7205,-2.059
5.2625,9.0166,0.2394
5.2625,9.0166,0.2394
4.8123,8.2073,1.81
4.8123,8.2073,1.81
4.774,7.8961,2.0351
4.774,7.8961,2.0351
5.0901,7.2257,1.8723
6.4979,6.608,0.7039
6.4979,6.608,0.7039
6.4979,6.608,0.7039
6.0621,6.9815,0.1341
6.0621,6.9815,0.1341
5.9424,8.1977,0.2011
5.9424,8.1977,0.2011
6.2297,7.9871,0.6081
6.2297,7.9871,0.6081
5.1523,8.9735,-0.3974
5.1523,8.9735,-0.3974
4.8554,9.9647,-0.9577
4.2713,9.8976,0.5267
4.2713,9.8976,0.5267
3.9696,9.1985,1.0678
3.9696,9.1985,1.0678
2.5426,8.8585,-2.2458
2.5426,8.8585,-2.2458
1.8531,7.6088,-2.1261
1.8531,7.6088,-2.1261
3.0071,5.9185,0.0431
3.4812,5.3726,0.5842
3.4812,5.3726,0.5842
4.2952,4.889,1.1492
4.2952,4.889,1.1492
4.8171,4.8985,1.3695
4.8171,4.8985,1.3695
5.43,5.0709,1.5993
5.43,5.0709,1.5993
6.2728,5.0374,0.5842
6.2728,5.0374,0.5842
6.5314,4.7214,-0.2059
6.5314,4.7214,-0.2059
5.8706,4.0558,-0.2682
5.8706,4.0558,-0.2682
4.6974,3.7924,-0.2682
4.6974,3.7924,-0.2682
3.6583,3.0311,0.5555
3.6583,3.0311,0.5555
3.5386,2.2745,1.0534
4.118,2.5235,1.0247
4.118,2.5235,1.0247
5.1475,3.3519,1.1253
5.1475,3.3519,1.1253
6.699,3.735,0.9912
6.699,3.735,0.9912
7.9966,4.2617,-0.0575
7.9966,4.2617,-0.0575
8.3222,4.3718,-0.5842
8.3222,4.3718,-0.5842
9.2799,5.9041,-0.1532
9.2799,5.9041,-0.1532
11.7316,9.7013,6.0621
15.9837,13.9869,4.64
15.9837,13.9869,4.64
16.8456,16.7546,-2.0111
14.5711,17.2909,-2.5953
14.5711,17.2909,-2.5953
9.0884,10.4531,0.5555
4.7453,6.608,0.9625
4.7453,6.608,0.9625
4.7453,6.608,0.9625
3.371,5.7892,0.4022
3.371,5.7892,0.4022
5.9376,7.7764,1.6568
5.9376,7.7764,1.6568
7.4316,10.5058,2.2122
7.4316,10.5058,2.2122
5.9424,9.1842,0.4118
4.4867,8.5856,0.6943
4.4867,8.5856,0.6943
3.1316,8.7436,1.9441
3.1316,8.7436,1.9441
4.1372,8.9495,2.0351
4.1372,8.9495,2.0351
5.0805,9.5816,2.15
5.0805,9.5816,2.15
4.9943,9.8545,1.336
4.9943,9.8545,1.336
4.2521,8.8825,0.1676
4.2521,8.8825,0.1676
3.7254,7.5369,-0.6943
3.6871,6.8283,-0.7614
3.6871,6.8283,-0.7614
3.9792,5.7413,-0.6033
3.9792,5.7413,-0.6033
4.2138,5.2529,-0.7757
4.2138,5.2529,-0.7757
3.9265,5.5593,-0.2825
3.9265,5.5593,-0.2825
4.0654,6.0047,0.4357
4.1085,6.1914,0.8523
4.1324,6.3542,1.2306
4.1324,6.3542,1.2306
3.6583,6.9719,1.7621
3.6583,6.9719,1.7621
4.1276,7.3454,1.8435
4.1276,7.3454,1.8435
4.549,7.8578,0.9768
4.549,7.8578,0.9768
5.1667,8.2073,-0.1628
5.1667,8.2073,-0.1628
5.387,8.7388,-0.9673
5.1044,8.849,-0.7374
5.1044,8.849,-0.7374
2.2314,9.3326,-5.4731
2.2314,9.3326,-5.4731
4.118,8.5186,-2.1308
4.118,8.5186,-2.1308
0.3352,11.6215,6.0717
0.3352,11.6215,6.0717
3.3088,9.505,-4.0318
3.3088,9.505,-4.0318
3.3088,9.505,-4.0318
7.8769,7.2688,-0.8475
5.4061,8.1499,-0.0718
5.4061,8.1499,-0.0718
5.4061,8.1499,-0.0718
6.3351,8.5665,2.308
6.1818,8.3797,2.0446
6.1818,8.3797,2.0446
6.1818,8.3797,2.0446
5.952,9.232,0.9625
5.952,9.232,0.9625
5.6934,10.8026,1.2737
5.4061,12.6079,1.1061
5.4061,12.6079,1.1061
5.4061,12.6079,1.1061
5.272,13.3261,1.1875
5.3678,13.0628,1.1684
5.3678,13.0628,1.1684
5.4109,13.149,0.4166
5.4109,13.149,0.4166
5.5545,14.2503,-0.8092
5.5545,14.2503,-0.8092
6.1339,13.1633,-0.0718
6.1339,13.1633,-0.0718
6.3734,11.0133,-3.0119
6.3734,11.0133,-3.0119
6.1675,9.9551,-2.4708
6.1675,9.9551,-2.4708
5.1667,9.4619,-0.3304
5.1667,9.4619,-0.3304
4.5346,9.4092,1.5179
4.5346,9.4092,1.5179
4.3383,8.849,1.6807
4.3383,8.849,1.6807
3.9504,8.1451,0.656
3.9504,8.1451,0.656
4.3862,7.8913,0.2634
4.3862,7.8913,0.2634
4.6735,7.7045,-0.1676
4.6735,7.7045,-0.1676
4.64,8.351,-1.3072
4.64,8.351,-1.3072
6.608,7.1587,-2.5043
6.608,7.1587,-2.5043
5.8466,7.9727,-0.723
5.8466,7.9727,-0.723
3.9983,8.6957,2.1835
3.9983,8.6957,2.1835
5.3534,7.6662,2.3032
5.3534,7.6662,2.3032
3.6009,7.7812,-3.644
3.6009,7.7812,-3.644
3.4237,6.292,-1.8962
3.4237,6.292,-1.8962
3.4237,6.292,-1.8962
3.3471,5.6503,-0.3017
3.4381,5.1619,0.9098
3.4381,5.1619,0.9098
3.5961,5.1188,1.2402
3.6966,5.387,1.154
3.6966,5.387,1.154
4.3527,5.3774,1.1301
4.3527,5.3774,1.1301
5.9233,5.0757,1.1732
5.9233,5.0757,1.1732
5.9233,5.0757,1.1732
7.5322,4.798,0.6033
8.078,4.7549,-0.0718
8.078,4.7549,-0.0718
7.3933,4.7693,0.1437
7.3933,4.7693,0.1437
5.8849,4.2521,0.656
5.8849,4.2521,0.656
4.0031,3.2082,0.9337
4.0031,3.2082,0.9337
3.0311,2.3128,0.8523
3.0311,2.3128,0.8523
3.9696,2.1021,0.4597
3.9696,2.1021,0.4597
5.0757,2.1883,0.34
5.0757,2.1883,0.34
6.7708,2.7629,0.0335
6.7708,2.7629,0.0335
8.1977,5.0853,1.3886
8.1977,5.0853,1.3886
11.3054,9.6582,7.2257
11.3054,9.6582,7.2257
16.5248,14.9877,5.0853
16.8983,17.923,0.4693
16.8983,17.923,0.4693
13.872,17.3292,-1.2785
13.872,17.3292,-1.2785
6.675,9.596,-0.2346
6.675,9.596,-0.2346
3.2561,5.7892,-0.1389
3.2561,5.7892,-0.1389
3.1508,5.1044,1.8052
3.1508,5.1044,1.8052
5.0901,7.3502,2.1787
5.6838,9.3087,0.8619
5.6838,9.3087,0.8619
5.6886,10.6925,0.4597
5.6886,10.6925,0.4597
4.3191,10.0173,1.834
4.3191,10.0173,1.834
4.118,9.1459,2.0782
4.118,9.1459,2.0782
4.549,8.7197,1.8483
4.549,8.7197,1.8483
4.6495,8.4372,1.1588
4.6495,8.4372,1.1588
4.6974,8.351,0.3591
4.6974,8.351,0.3591
4.7214,7.944,-0.0622
4.7214,7.944,-0.0622
4.5777,7.8003,-0.1963
4.6495,7.2975,-0.3879
4.6495,7.2975,-0.3879
5.1188,6.6559,-0.498
5.1188,6.6559,-0.498
5.5498,6.1866,-0.2203
5.5498,6.1866,-0.2203
5.3199,6.0669,-0.0479
5.3199,6.0669,-0.0479
4.6687,6.0956,0.0862
4.6687,6.0956,0.0862
4.2186,6.0238,0.2634
4.1324,5.9855,0.6225
4.1324,5.9855,0.6225
4.1324,5.9855,0.6225
4.3048,6.4308,0.9864
4.3048,6.4308,0.9864
4.5155,7.1635,1.3408
4.5155,7.1635,1.3408
4.865,7.9679,1.2977
4.865,7.9679,1.2977
5.1427,8.4611,0.8811
5.1427,8.4611,0.8811
4.8985,8.6431,0.4932
4.4484,8.8442,0.3496
4.4484,8.8442,0.3496
2.8012,9.2799,-2.3511
2.8012,9.2799,-2.3511
3.7685,9.4715,-1.561
3.7685,9.4715,-1.561
3.213,10.2951,-1.1492
3.213,10.2951,-1.1492
0.4405,12.1099,0.9337
0.7614,11.2911,-0.4118
0.7614,11.2911,-0.4118
5.454,8.5042,1.0056
5.3343,8.1834,0.7709
5.3343,8.1834,0.7709
4.9129,9.0692,-0.9864
4.9129,9.0692,-0.9864
6.0956,9.9695,1.8483
6.0956,9.9695,1.8483
6.426,10.6686,3.4764
6.426,10.6686,3.4764
6.608,12.0285,1.9058
6.608,12.0285,1.9058
5.9041,12.6797,0.4453
5.9041,12.6797,0.4453
5.9759,12.0237,1.47
5.9759,12.0237,1.47
5.5402,12.2966,1.3791
5.5402,12.2966,1.3791
5.3965,13.2208,-0.8859
5.3965,13.2208,-0.8859
5.8993,11.9375,2.9066
5.8993,11.9375,2.9066
6.924,10.0413,-4.2808
6.924,10.0413,-4.2808
6.0861,9.7827,-3.5626
6.0861,9.7827,-3.5626
6.0861,9.7827,-3.5626
4.6017,9.4475,0.6033
4.2904,8.5329,3.3327
4.2904,8.5329,3.3327
3.8211,7.7668,2.1356
3.8211,7.7668,2.1356
4.6448,7.3215,1.5131
4.6448,7.3215,1.5131
6.0094,6.8091,0.5076
6.0094,6.8091,0.5076
5.8802,7.015,-0.1293
5.8802,7.015,-0.1293
5.7365,8.3845,-0.2586
5.7365,8.3845,-0.2586
5.6982,8.5473,0.3352
5.6982,8.5473,0.3352
5.1044,9.5193,-1.336
5.1044,9.5193,-1.336
5.3103,10.2568,-0.1437
5.3103,10.2568,-0.1437
5.4492,8.9495,2.5857
5.4492,8.9495,2.5857
3.0742,8.8298,-1.9824
2.2218,8.6191,-4.3287
2.2218,8.6191,-4.3287
3.2417,6.9001,-1.245
3.2417,6.9001,-1.245
3.7206,6.1579,0.3783
3.7206,6.1579,0.3783
3.7445,5.7461,0.7853
3.7445,5.7461,0.7853
4.2617,5.1571,0.9625
4.2617,5.1571,0.9625
4.9608,4.6687,1.47
4.9608,4.6687,1.47
5.6312,3.9935,1.3168
5.6312,3.9935,1.3168
6.3494,3.711,0.3543
6.3494,3.711,0.3543
5.9041,4.1228,0.0862
5.4971,4.0223,0.5698
5.4971,4.0223,0.5698
4.5633,3.6009,0.4262
4.5633,3.6009,0.4262
3.8355,2.6576,0.4693
3.8355,2.6576,0.4693
2.806,2.1261,1.0822
2.806,2.1261,1.0822
3.7158,2.8156,1.0247
3.7158,2.8156,1.0247
4.798,3.2705,0.3065
4.798,3.2705,0.3065
6.5266,3.7637,0.1867
6.5266,3.7637,0.1867
9.0453,5.6551,2.5762
9.0453,5.6551,2.5762
12.5791,10.659,10.252
12.5791,10.659,10.252
18.8519,17.1042,-0.1197
18.8519,17.1042,-0.1197
15.6006,18.8711,1.4748
15.6006,18.8711,1.4748
11.5017,14.8249,0.2777
11.5017,14.8249,0.2777
5.9233,7.7812,-0.905
5.9233,7.7812,-0.905
2.0638,5.7413,0.0622
2.0638,5.7413,0.0622
2.5283,4.7357,1.652
2.5283,4.7357,1.652
4.7645,8.3462,2.4756
4.7645,8.3462,2.4756
6.924,11.8226,1.4796
7.7093,11.3533,0.5411
7.7093,11.3533,0.5411
4.3574,9.256,0.7087
4.3574,9.256,0.7087
3.5434,8.6526,1.6376
3.5434,8.6526,1.6376
4.6495,8.0493,2.0159
4.6495,8.0493,2.0159
4.9656,8.1355,1.5514
4.9656,8.1355,1.5514
5.0087,8.4036,0.6273
5.0087,8.4036,0.6273
4.9799,8.3653,-0.0287
4.9799,8.3653,-0.0287
4.5777,8.0206,-0.498
4.5777,8.0206,-0.498
5.2672,7.3454,-0.6991
5.2672,7.3454,-0.6991
5.4157,6.6415,-0.4118
5.4157,6.6415,-0.4118
5.047,6.3159,0.091
5.047,6.3159,0.091
4.6974,5.9711,0.3496
4.3958,5.9328,0.407
4.3958,5.9328,0.407
4.4053,6.0861,0.5507
4.4053,6.0861,0.5507
4.1755,6.6463,0.6416
4.1755,6.6463,0.6416
4.6064,7.1395,0.4262
4.6064,7.1395,0.4262
4.7022,7.7237,0.4357
4.7022,7.7237,0.4357
4.7118,8.0732,0.6464
4.8794,8.1403,0.7709
4.8794,8.1403,0.7709
4.549,8.3175,1.0678
4.549,8.3175,1.0678
3.6631,8.4276,1.1779
3.6631,8.4276,1.1779
3.0981,8.7676,0.565
3.0981,8.7676,0.565
2.5379,9.5672,-2.3559
2.5379,9.5672,-2.3559
3.237,10.0796,-1.8531
3.237,10.0796,-1.8531
3.237,10.0796,-1.8531
1.652,11.2001,2.7725
3.0406,9.5768,0.6895
3.0406,9.5768,0.6895
3.0406,9.5768,0.6895
6.6176,8.418,-0.0335
6.6176,8.418,-0.0335
5.8035,9.4092,0.0335
6.1244,9.754,0.6704
6.1244,9.754,0.6704
7.0102,10.4914,1.9632
7.0102,10.4914,1.9632
7.3933,11.5017,2.3894
